GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G17420","2005-2009","US",,,,,,,,,,,,,,,,"Cleveland, TN Metro Area","17420",,,,,,,,,,,,,,,,"31000US17420","Cleveland, TN Metro Area",47886,44740,40439,4301,3526,515,112,35,113,76,63,13,0,0,0,14,120,27,792,503,1614,"Cleveland, TN Metro Area",985,1032,964,631,553,150,75,47,95,50,46,20,127,127,127,24,76,31,242,197,285
"G17460","2005-2009","US",,,,,,,,,,,,,,,,"Cleveland-Elyria-Mentor, OH Metro Area","17460",,,,,,,,,,,,,,,,"31000US17460","Cleveland-Elyria-Mentor, OH Metro Area",964063,862383,786103,76280,61974,8190,2977,1442,1697,38999,35301,656,2384,658,0,997,1033,2567,21466,6081,30537,"Cleveland-Elyria-Mentor, OH Metro Area",4165,3787,3758,2175,2062,708,504,281,303,1501,1455,151,322,179,119,272,222,350,1125,638,1218
"G17500","2005-2009","US",,,,,,,,,,,,,,,,"Clewiston, FL Micro Area","17500",,,,,,,,,,,,,,,,"31000US17500","Clewiston, FL Micro Area",15460,11623,9103,2520,1359,373,275,249,264,2666,2666,0,0,0,0,11,0,70,183,158,749,"Clewiston, FL Micro Area",1126,2169,1220,1160,518,270,164,260,382,3195,3195,136,136,136,136,19,136,73,138,175,597
"G17540","2005-2009","US",,,,,,,,,,,,,,,,"Clinton, IA Micro Area","17540",,,,,,,,,,,,,,,,"31000US17540","Clinton, IA Micro Area",24225,22096,19819,2277,1771,308,117,31,50,161,161,0,0,0,0,0,79,59,734,219,877,"Clinton, IA Micro Area",444,489,531,311,288,103,70,26,38,152,152,99,99,99,99,99,46,44,181,156,159
"G17580","2005-2009","US",,,,,,,,,,,,,,,,"Clovis, NM Micro Area","17580",,,,,,,,,,,,,,,,"31000US17580","Clovis, NM Micro Area",20213,18658,16504,2154,1627,309,124,60,34,61,61,0,0,0,0,9,73,76,575,108,653,"Clovis, NM Micro Area",587,571,653,345,304,152,99,67,33,67,67,127,127,127,127,15,82,54,162,73,175
"G17620","2005-2009","PR",,,,,,,,,,,,,,,,"Coamo, PR Micro Area","17620",,,,,,,,,,,,,,,,"31000US17620","Coamo, PR Micro Area",16322,14487,12950,1537,1305,152,30,0,50,176,69,107,0,0,0,0,39,24,896,593,107,"Coamo, PR Micro Area",747,742,755,270,242,71,29,127,66,91,51,76,127,127,127,127,35,28,172,175,54
"G17660","2005-2009","US",,,,,,,,,,,,,,,,"Coeur d'Alene, ID Metro Area","17660",,,,,,,,,,,,,,,,"31000US17660","Coeur d'Alene, ID Metro Area",61985,55357,48490,6867,5006,1099,503,133,126,238,238,0,0,0,0,27,205,455,1241,683,3779,"Coeur d'Alene, ID Metro Area",1005,971,1187,670,589,289,217,79,78,110,110,114,114,114,114,39,76,171,281,182,465
"G17700","2005-2009","US",,,,,,,,,,,,,,,,"Coffeyville, KS Micro Area","17700",,,,,,,,,,,,,,,,"31000US17700","Coffeyville, KS Micro Area",15632,14170,12560,1610,1375,163,48,17,7,11,11,0,0,0,0,0,25,130,533,89,674,"Coffeyville, KS Micro Area",469,492,513,225,225,101,35,14,9,13,13,109,109,109,109,109,28,132,176,49,147
"G17740","2005-2009","US",,,,,,,,,,,,,,,,"Coldwater, MI Micro Area","17740",,,,,,,,,,,,,,,,"31000US17740","Coldwater, MI Micro Area",18178,16397,14542,1855,1486,172,40,44,113,81,77,0,4,0,0,2,31,72,494,127,974,"Coldwater, MI Micro Area",532,595,564,254,196,68,27,26,141,43,43,109,5,109,109,4,21,52,142,64,323
"G17780","2005-2009","US",,,,,,,,,,,,,,,,"College Station-Bryan, TX Metro Area","17780",,,,,,,,,,,,,,,,"31000US17780","College Station-Bryan, TX Metro Area",90687,81220,70558,10662,8179,1628,287,450,118,1721,1672,31,0,18,0,0,366,1230,2051,1204,2895,"College Station-Bryan, TX Metro Area",1669,1635,1604,891,785,373,135,171,85,382,370,37,127,29,127,127,128,312,391,236,380
"G17820","2005-2009","US",,,,,,,,,,,,,,,,"Colorado Springs, CO Metro Area","17820",,,,,,,,,,,,,,,,"31000US17820","Colorado Springs, CO Metro Area",298885,260981,231062,29919,23599,3958,1319,715,328,3705,3564,9,83,15,34,211,1201,1101,12378,2201,17107,"Colorado Springs, CO Metro Area",1945,2206,2054,1560,1327,567,313,216,131,568,553,15,58,26,43,121,272,230,795,288,1054
"G17860","2005-2009","US",,,,,,,,,,,,,,,,"Columbia, MO Metro Area","17860",,,,,,,,,,,,,,,,"31000US17860","Columbia, MO Metro Area",84031,75075,64471,10604,8710,1320,375,106,93,371,371,0,0,0,0,98,263,841,3913,521,2949,"Columbia, MO Metro Area",1295,1285,1388,787,752,268,125,55,95,120,120,114,114,114,114,100,129,203,475,171,353
"G17900","2005-2009","US",,,,,,,,,,,,,,,,"Columbia, SC Metro Area","17900",,,,,,,,,,,,,,,,"31000US17900","Columbia, SC Metro Area",346364,310471,274741,35730,26769,5066,2187,1052,656,3332,3093,13,176,41,9,301,488,647,5305,5761,20059,"Columbia, SC Metro Area",2894,2821,2800,1371,1195,554,403,355,187,516,505,20,136,43,14,119,147,199,571,776,1349
"G17940","2005-2009","US",,,,,,,,,,,,,,,,"Columbia, TN Micro Area","17940",,,,,,,,,,,,,,,,"31000US17940","Columbia, TN Micro Area",36972,35258,30410,4848,3703,689,240,101,115,36,36,0,0,0,0,0,34,9,268,232,1135,"Columbia, TN Micro Area",805,783,769,491,481,180,131,65,72,42,42,127,127,127,127,127,33,15,110,108,237
"G17980","2005-2009","US",,,,,,,,,,,,,,,,"Columbus, GA-AL Metro Area","17980",,,,,,,,,,,,,,,,"31000US17980","Columbus, GA-AL Metro Area",127080,105495,92983,12512,9791,1856,431,180,254,1076,1061,0,0,0,15,303,273,249,1614,930,17140,"Columbus, GA-AL Metro Area",1480,2020,1918,887,790,337,163,101,131,257,255,119,119,119,27,146,107,131,322,228,1901
"G18020","2005-2009","US",,,,,,,,,,,,,,,,"Columbus, IN Metro Area","18020",,,,,,,,,,,,,,,,"31000US18020","Columbus, IN Metro Area",34977,32679,29562,3117,2701,266,70,57,23,139,128,0,11,0,0,27,3,32,323,771,1003,"Columbus, IN Metro Area",684,630,628,397,419,81,54,59,37,69,65,119,18,119,119,42,5,26,129,254,201
"G18060","2005-2009","US",,,,,,,,,,,,,,,,"Columbus, MS Micro Area","18060",,,,,,,,,,,,,,,,"31000US18060","Columbus, MS Micro Area",24971,23820,20763,3057,2573,347,72,65,0,46,41,0,0,0,5,34,72,17,442,198,342,"Columbus, MS Micro Area",716,682,770,524,482,144,70,59,127,40,39,127,127,127,8,33,52,30,148,104,145
"G18100","2005-2009","US",,,,,,,,,,,,,,,,"Columbus, NE Micro Area","18100",,,,,,,,,,,,,,,,"31000US18100","Columbus, NE Micro Area",16367,14895,13688,1207,884,246,10,40,27,7,7,0,0,0,0,0,10,96,435,29,895,"Columbus, NE Micro Area",421,449,462,228,184,93,18,36,32,12,12,99,99,99,99,99,14,93,142,29,192
"G18140","2005-2009","US",,,,,,,,,,,,,,,,"Columbus, OH Metro Area","18140",,,,,,,,,,,,,,,,"31000US18140","Columbus, OH Metro Area",857292,780944,710793,70151,57104,8018,2774,1070,1185,13778,13651,50,40,26,11,744,1371,3398,17431,4248,35378,"Columbus, OH Metro Area",4326,4157,4032,2107,1849,705,439,323,273,925,925,47,34,25,17,237,253,489,996,476,1241
"G18180","2005-2009","US",,,,,,,,,,,,,,,,"Concord, NH Micro Area","18180",,,,,,,,,,,,,,,,"31000US18180","Concord, NH Micro Area",76048,68234,61745,6489,5568,640,199,66,16,312,292,0,20,0,0,19,190,187,2697,538,3871,"Concord, NH Micro Area",835,849,1021,569,473,186,107,53,15,112,113,114,26,114,114,36,117,87,375,157,339
"G18220","2005-2009","US",,,,,,,,,,,,,,,,"Connersville, IN Micro Area","18220",,,,,,,,,,,,,,,,"31000US18220","Connersville, IN Micro Area",9678,9023,7903,1120,840,66,75,125,14,35,35,0,0,0,0,0,37,47,294,121,121,"Connersville, IN Micro Area",482,496,502,308,234,52,63,151,25,31,31,119,119,119,119,119,34,57,119,86,56
"G18260","2005-2009","US",,,,,,,,,,,,,,,,"Cookeville, TN Micro Area","18260",,,,,,,,,,,,,,,,"31000US18260","Cookeville, TN Micro Area",41252,38861,34705,4156,3339,507,151,113,46,36,36,0,0,0,0,51,32,40,644,208,1380,"Cookeville, TN Micro Area",1436,1450,1330,510,485,178,76,71,40,33,33,127,127,127,127,38,32,39,179,96,277
"G18300","2005-2009","US",,,,,,,,,,,,,,,,"Coos Bay, OR Micro Area","18300",,,,,,,,,,,,,,,,"31000US18300","Coos Bay, OR Micro Area",25132,21618,18677,2941,2325,165,71,281,99,36,36,0,0,0,0,32,39,237,1241,191,1738,"Coos Bay, OR Micro Area",811,873,772,479,418,74,62,204,103,53,53,123,123,123,123,35,36,116,237,77,334
"G18340","2005-2009","US",,,,,,,,,,,,,,,,"Corbin, KY Micro Area","18340",,,,,,,,,,,,,,,,"31000US18340","Corbin, KY Micro Area",12471,11750,10070,1680,1215,221,94,133,17,90,90,0,0,0,0,0,9,23,148,52,399,"Corbin, KY Micro Area",837,827,757,359,298,121,65,111,27,63,63,123,123,123,123,123,13,35,68,48,243
"G18380","2005-2009","US",,,,,,,,,,,,,,,,"Cordele, GA Micro Area","18380",,,,,,,,,,,,,,,,"31000US18380","Cordele, GA Micro Area",8340,7582,6336,1246,1113,133,0,0,0,84,84,0,0,0,0,36,0,199,245,3,191,"Cordele, GA Micro Area",418,409,454,300,280,94,132,132,132,96,96,132,132,132,132,49,132,134,188,5,108
"G18420","2005-2009","US",,,,,,,,,,,,,,,,"Corinth, MS Micro Area","18420",,,,,,,,,,,,,,,,"31000US18420","Corinth, MS Micro Area",13912,13346,12466,880,749,100,31,0,0,82,82,0,0,0,0,6,16,0,229,31,202,"Corinth, MS Micro Area",682,686,694,237,231,72,31,127,127,60,60,127,127,127,127,11,25,127,123,30,90
"G18460","2005-2009","US",,,,,,,,,,,,,,,,"Cornelia, GA Micro Area","18460",,,,,,,,,,,,,,,,"31000US18460","Cornelia, GA Micro Area",17149,15332,13302,2030,1676,214,101,32,7,19,19,0,0,0,0,0,33,0,951,104,710,"Cornelia, GA Micro Area",630,1440,1345,371,358,139,72,35,13,27,27,132,132,132,132,132,35,132,843,78,310
"G18500","2005-2009","US",,,,,,,,,,,,,,,,"Corning, NY Micro Area","18500",,,,,,,,,,,,,,,,"31000US18500","Corning, NY Micro Area",42414,37622,33365,4257,3405,531,239,45,37,328,315,0,13,0,0,57,111,188,1855,421,1832,"Corning, NY Micro Area",583,667,668,353,307,118,76,29,29,136,136,123,15,123,123,55,53,70,232,141,242
"G18580","2005-2009","US",,,,,,,,,,,,,,,,"Corpus Christi, TX Metro Area","18580",,,,,,,,,,,,,,,,"31000US18580","Corpus Christi, TX Metro Area",177368,161579,138626,22953,18158,3304,935,278,278,2283,2257,0,26,0,0,61,767,615,3562,3550,4951,"Corpus Christi, TX Metro Area",2317,2308,2158,1200,1126,459,247,126,146,395,399,127,28,127,127,41,245,226,1012,563,618
"G18620","2005-2009","US",,,,,,,,,,,,,,,,"Corsicana, TX Micro Area","18620",,,,,,,,,,,,,,,,"31000US18620","Corsicana, TX Micro Area",20278,18689,15178,3511,2417,367,343,296,88,0,0,0,0,0,0,0,23,39,483,253,791,"Corsicana, TX Micro Area",664,629,597,441,342,176,137,167,113,127,127,127,127,127,127,127,18,46,251,106,190
"G18660","2005-2009","US",,,,,,,,,,,,,,,,"Cortland, NY Micro Area","18660",,,,,,,,,,,,,,,,"31000US18660","Cortland, NY Micro Area",22326,19556,17352,2204,1828,320,52,0,4,179,171,0,8,0,0,104,31,127,1159,71,1099,"Cortland, NY Micro Area",587,625,665,311,304,100,31,123,6,112,111,123,13,123,123,63,20,80,194,43,213
"G18700","2005-2009","US",,,,,,,,,,,,,,,,"Corvallis, OR Metro Area","18700",,,,,,,,,,,,,,,,"31000US18700","Corvallis, OR Metro Area",38471,29446,25406,4040,3147,554,223,53,63,743,743,0,0,0,0,0,153,2297,3220,61,2551,"Corvallis, OR Metro Area",1029,1078,989,531,468,140,175,33,49,294,294,123,123,123,123,123,90,386,459,45,400
"G18740","2005-2009","US",,,,,,,,,,,,,,,,"Coshocton, OH Micro Area","18740",,,,,,,,,,,,,,,,"31000US18740","Coshocton, OH Micro Area",15181,13912,12213,1699,1214,296,63,91,35,44,44,0,0,0,0,60,11,37,253,57,807,"Coshocton, OH Micro Area",445,512,530,275,244,119,34,89,21,33,33,119,119,119,119,65,17,39,89,44,177
"G18820","2005-2009","US",,,,,,,,,,,,,,,,"Crawfordsville, IN Micro Area","18820",,,,,,,,,,,,,,,,"31000US18820","Crawfordsville, IN Micro Area",17792,16156,14351,1805,1384,277,109,31,4,9,9,0,0,0,0,14,36,53,767,125,632,"Crawfordsville, IN Micro Area",477,561,518,351,270,202,76,37,6,14,14,119,119,119,119,27,30,37,240,68,161
"G18860","2005-2009","US",,,,,,,,,,,,,,,,"Crescent City, CA Micro Area","18860",,,,,,,,,,,,,,,,"31000US18860","Crescent City, CA Micro Area",9909,8586,7223,1363,805,407,108,20,23,0,0,0,0,0,0,119,43,96,482,30,553,"Crescent City, CA Micro Area",435,490,599,364,243,261,79,34,28,132,132,132,132,132,132,136,45,55,178,32,209
"G18900","2005-2009","US",,,,,,,,,,,,,,,,"Crossville, TN Micro Area","18900",,,,,,,,,,,,,,,,"31000US18900","Crossville, TN Micro Area",19383,18048,16074,1974,1305,351,296,22,0,131,109,3,19,0,0,0,61,15,213,341,574,"Crossville, TN Micro Area",658,696,732,304,266,122,157,36,127,96,90,7,24,127,127,127,51,26,87,194,180
"G18940","2005-2009","US",,,,,,,,,,,,,,,,"Crowley, LA Micro Area","18940",,,,,,,,,,,,,,,,"31000US18940","Crowley, LA Micro Area",23373,21993,19429,2564,1844,256,284,106,74,44,44,0,0,0,0,43,3,31,494,190,575,"Crowley, LA Micro Area",1032,998,937,447,376,108,148,59,72,37,37,123,123,123,123,55,7,31,171,75,190
"G18980","2005-2009","US",,,,,,,,,,,,,,,,"Cullman, AL Micro Area","18980",,,,,,,,,,,,,,,,"31000US18980","Cullman, AL Micro Area",33994,32291,26702,5589,3407,1045,394,582,161,77,77,0,0,0,0,0,94,0,358,274,900,"Cullman, AL Micro Area",866,897,901,736,539,356,148,446,85,50,50,119,119,119,119,119,66,119,129,126,209
"G19020","2005-2009","US",,,,,,,,,,,,,,,,"Culpeper, VA Micro Area","19020",,,,,,,,,,,,,,,,"31000US19020","Culpeper, VA Micro Area",21152,19459,16254,3205,2365,413,137,173,117,140,85,40,0,8,7,0,6,15,347,228,957,"Culpeper, VA Micro Area",602,622,707,444,401,189,89,167,82,83,66,54,127,12,12,127,10,24,131,117,226
"G19060","2005-2009","US",,,,,,,,,,,,,,,,"Cumberland, MD-WV Metro Area","19060",,,,,,,,,,,,,,,,"31000US19060","Cumberland, MD-WV Metro Area",41162,37702,33367,4335,3254,692,237,101,51,338,305,0,15,18,0,87,19,6,1739,265,1006,"Cumberland, MD-WV Metro Area",917,946,908,480,402,199,84,82,35,110,110,119,24,28,119,56,24,10,424,103,193
"G19100","2005-2009","US",,,,,,,,,,,,,,,,"Dallas-Fort Worth-Arlington, TX Metro Area","19100",,,,,,,,,,,,,,,,"31000US19100","Dallas-Fort Worth-Arlington, TX Metro Area",2945976,2697360,2360732,336628,253569,47911,18284,11429,5435,48042,35537,893,4577,6916,119,1372,6011,4817,40414,30664,117296,"Dallas-Fort Worth-Arlington, TX Metro Area",6334,6952,8043,5694,4250,2405,1263,1411,857,1775,1584,290,472,611,70,340,529,562,1945,1672,2924
"G19140","2005-2009","US",,,,,,,,,,,,,,,,"Dalton, GA Metro Area","19140",,,,,,,,,,,,,,,,"31000US19140","Dalton, GA Metro Area",57515,54594,47753,6841,5482,925,215,133,86,75,75,0,0,0,0,284,189,52,519,920,882,"Dalton, GA Metro Area",1099,1042,1239,650,612,248,98,109,76,62,62,132,132,132,132,204,133,48,186,245,186
"G19180","2005-2009","US",,,,,,,,,,,,,,,,"Danville, IL Metro Area","19180",,,,,,,,,,,,,,,,"31000US19180","Danville, IL Metro Area",33860,31168,27387,3781,3088,415,162,75,41,168,168,0,0,0,0,68,51,111,1003,263,1028,"Danville, IL Metro Area",709,720,694,494,446,123,129,53,33,85,85,119,119,119,119,59,41,73,207,138,191
"G19220","2005-2009","US",,,,,,,,,,,,,,,,"Danville, KY Micro Area","19220",,,,,,,,,,,,,,,,"31000US19220","Danville, KY Micro Area",22615,20676,17612,3064,2450,411,119,13,71,13,13,0,0,0,0,34,15,0,375,172,1330,"Danville, KY Micro Area",664,699,731,468,414,143,91,19,59,19,19,123,123,123,123,41,24,123,174,80,350
"G19260","2005-2009","US",,,,,,,,,,,,,,,,"Danville, VA Metro Area","19260",,,,,,,,,,,,,,,,"31000US19260","Danville, VA Metro Area",44603,41404,36027,5377,4188,662,369,92,66,527,497,25,5,0,0,35,22,40,757,462,1356,"Danville, VA Metro Area",1049,1061,1060,542,499,180,181,57,52,166,154,39,8,127,127,38,26,37,186,194,510
"G19300","2005-2009","US",,,,,,,,,,,,,,,,"Daphne-Fairhope-Foley, AL Micro Area","19300",,,,,,,,,,,,,,,,"31000US19300","Daphne-Fairhope-Foley, AL Micro Area",76686,71827,63562,8265,6424,1076,413,80,272,219,219,0,0,0,0,10,214,122,1236,663,2395,"Daphne-Fairhope-Foley, AL Micro Area",1173,1193,1199,808,696,292,184,68,118,117,117,119,119,119,119,17,116,122,388,212,350
"G19340","2005-2009","US",,,,,,,,,,,,,,,,"Davenport-Moline-Rock Island, IA-IL Metro Area","19340",,,,,,,,,,,,,,,,"31000US19340","Davenport-Moline-Rock Island, IA-IL Metro Area",180341,167563,151835,15728,12550,1918,751,273,236,1321,1311,0,10,0,0,48,246,431,4374,908,5450,"Davenport-Moline-Rock Island, IA-IL Metro Area",1407,1501,1685,942,880,281,203,124,107,249,247,119,16,119,119,53,78,131,443,230,430
"G19380","2005-2009","US",,,,,,,,,,,,,,,,"Dayton, OH Metro Area","19380",,,,,,,,,,,,,,,,"31000US19380","Dayton, OH Metro Area",386265,355489,322138,33351,27733,3726,975,362,555,6788,6746,21,18,3,0,161,550,1062,9810,1709,10696,"Dayton, OH Metro Area",2538,2912,2885,1531,1345,477,262,133,170,722,721,26,29,5,119,100,133,242,796,315,720
"G19460","2005-2009","US",,,,,,,,,,,,,,,,"Decatur, AL Metro Area","19460",,,,,,,,,,,,,,,,"31000US19460","Decatur, AL Metro Area",65687,63167,55878,7289,5352,1136,445,227,129,140,127,0,13,0,0,0,93,34,503,560,1190,"Decatur, AL Metro Area",905,915,1026,581,473,281,158,125,76,88,86,119,22,119,119,119,52,48,171,218,260
"G19500","2005-2009","US",,,,,,,,,,,,,,,,"Decatur, IL Metro Area","19500",,,,,,,,,,,,,,,,"31000US19500","Decatur, IL Metro Area",48638,45499,41943,3556,2979,340,94,28,115,574,572,0,0,2,0,60,120,59,925,548,853,"Decatur, IL Metro Area",806,875,928,472,415,115,52,30,94,194,194,119,119,3,119,60,63,41,258,175,167
"G19540","2005-2009","US",,,,,,,,,,,,,,,,"Decatur, IN Micro Area","19540",,,,,,,,,,,,,,,,"31000US19540","Decatur, IN Micro Area",15289,14052,11743,2309,1093,335,92,356,433,27,27,0,0,0,0,15,7,51,370,102,665,"Decatur, IN Micro Area",358,379,464,279,235,108,65,148,123,25,25,119,119,119,119,25,12,40,162,66,161
"G19580","2005-2009","US",,,,,,,,,,,,,,,,"Defiance, OH Micro Area","19580",,,,,,,,,,,,,,,,"31000US19580","Defiance, OH Micro Area",17144,16364,14947,1417,1068,204,71,60,14,43,43,0,0,0,0,0,34,44,296,65,298,"Defiance, OH Micro Area",487,466,538,278,215,126,57,55,24,34,34,119,119,119,119,119,32,34,111,58,108
"G19620","2005-2009","US",,,,,,,,,,,,,,,,"Del Rio, TX Micro Area","19620",,,,,,,,,,,,,,,,"31000US19620","Del Rio, TX Micro Area",18325,16858,14245,2613,1939,567,61,9,37,72,48,0,0,24,0,0,74,97,493,234,497,"Del Rio, TX Micro Area",650,633,694,468,456,196,41,15,56,60,45,127,127,38,127,127,50,65,196,128,179
"G19660","2005-2009","US",,,,,,,,,,,,,,,,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","19660",,,,,,,,,,,,,,,,"31000US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",210608,191184,170681,20503,16504,2600,896,211,292,1840,1785,0,39,0,16,64,1129,1219,4231,2280,8661,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2412,2564,2632,1460,1210,546,296,134,130,426,427,136,64,136,20,55,216,262,657,471,784
"G19700","2005-2009","US",,,,,,,,,,,,,,,,"Deming, NM Micro Area","19700",,,,,,,,,,,,,,,,"31000US19700","Deming, NM Micro Area",8949,7866,6728,1138,599,298,115,116,10,104,104,0,0,0,0,0,14,146,335,60,424,"Deming, NM Micro Area",542,536,503,298,231,169,92,102,18,133,133,127,127,127,127,127,24,174,163,41,117
"G19740","2005-2009","US",,,,,,,,,,,,,,,,"Denver-Aurora-Broomfield, CO Metro Area","19740",,,,,,,,,,,,,,,,"31000US19740","Denver-Aurora-Broomfield, CO Metro Area",1251453,1069874,946865,123009,99390,14741,4750,2574,1554,58236,50193,1132,4702,2156,53,569,3556,9064,28570,10809,70775,"Denver-Aurora-Broomfield, CO Metro Area",4015,4548,4476,2598,2492,1104,709,647,414,2023,1846,240,493,370,42,208,414,775,1423,862,1773
"G19760","2005-2009","US",,,,,,,,,,,,,,,,"DeRidder, LA Micro Area","19760",,,,,,,,,,,,,,,,"31000US19760","DeRidder, LA Micro Area",13914,13020,11243,1777,1254,321,102,53,47,53,53,0,0,0,0,3,40,18,146,270,364,"DeRidder, LA Micro Area",488,523,530,228,197,84,52,37,36,39,39,123,123,123,123,5,25,17,64,99,102
"G19780","2005-2009","US",,,,,,,,,,,,,,,,"Des Moines-West Des Moines, IA Metro Area","19780",,,,,,,,,,,,,,,,"31000US19780","Des Moines-West Des Moines, IA Metro Area",288613,265114,235284,29830,24556,3178,973,738,385,3949,3818,54,77,0,0,214,432,628,5628,1612,11036,"Des Moines-West Des Moines, IA Metro Area",1820,2080,2394,1155,1219,370,256,255,141,585,576,45,57,99,99,91,110,201,618,367,641
"G19820","2005-2009","US",,,,,,,,,,,,,,,,"Detroit-Warren-Livonia, MI Metro Area","19820",,,,,,,,,,,,,,,,"31000US19820","Detroit-Warren-Livonia, MI Metro Area",1902860,1770067,1608196,161871,130082,20300,6029,2666,2794,30186,29527,172,371,51,65,1640,1390,4344,28726,11000,55507,"Detroit-Warren-Livonia, MI Metro Area",6272,6065,7131,3601,3095,1318,670,443,497,1563,1522,99,135,32,57,306,228,493,1360,798,1720
"G19860","2005-2009","US",,,,,,,,,,,,,,,,"Dickinson, ND Micro Area","19860",,,,,,,,,,,,,,,,"31000US19860","Dickinson, ND Micro Area",12594,11133,9922,1211,742,240,125,78,26,6,6,0,0,0,0,10,26,29,426,85,879,"Dickinson, ND Micro Area",312,345,384,213,169,88,58,87,28,6,6,93,93,93,93,16,24,28,115,49,158
"G19900","2005-2009","US",,,,,,,,,,,,,,,,"Dillon, SC Micro Area","19900",,,,,,,,,,,,,,,,"31000US19900","Dillon, SC Micro Area",11489,10823,9414,1409,1043,136,107,36,87,191,191,0,0,0,0,0,0,7,226,66,176,"Dillon, SC Micro Area",561,520,483,287,244,93,77,33,65,147,147,127,127,127,127,127,127,11,125,46,94
"G19940","2005-2009","US",,,,,,,,,,,,,,,,"Dixon, IL Micro Area","19940",,,,,,,,,,,,,,,,"31000US19940","Dixon, IL Micro Area",16342,14479,12826,1653,1376,198,13,39,27,334,325,0,9,0,0,43,21,111,358,53,943,"Dixon, IL Micro Area",509,521,561,291,251,107,14,51,30,271,271,119,14,119,119,42,29,71,130,32,226
"G19980","2005-2009","US",,,,,,,,,,,,,,,,"Dodge City, KS Micro Area","19980",,,,,,,,,,,,,,,,"31000US19980","Dodge City, KS Micro Area",15983,14954,12497,2457,1523,616,125,193,0,2,0,2,0,0,0,0,36,46,332,311,302,"Dodge City, KS Micro Area",437,454,584,413,296,275,101,173,109,5,109,5,109,109,109,109,40,43,124,153,111
"G20020","2005-2009","US",,,,,,,,,,,,,,,,"Dothan, AL Metro Area","20020",,,,,,,,,,,,,,,,"31000US20020","Dothan, AL Metro Area",58897,55924,50840,5084,3883,757,383,24,37,138,138,0,0,0,0,83,128,73,452,803,1296,"Dothan, AL Metro Area",764,752,756,481,400,245,196,15,22,51,51,119,119,119,119,40,49,36,113,190,209
"G20060","2005-2009","US",,,,,,,,,,,,,,,,"Douglas, GA Micro Area","20060",,,,,,,,,,,,,,,,"31000US20060","Douglas, GA Micro Area",19187,17391,15294,2097,1410,246,224,127,90,70,70,0,0,0,0,25,19,27,198,934,523,"Douglas, GA Micro Area",691,638,715,326,291,103,107,92,72,74,74,132,132,132,132,28,26,41,97,338,193
"G20100","2005-2009","US",,,,,,,,,,,,,,,,"Dover, DE Metro Area","20100",,,,,,,,,,,,,,,,"31000US20100","Dover, DE Metro Area",69395,64371,56270,8101,6018,1126,346,347,264,891,844,0,26,21,0,25,131,315,1347,550,1765,"Dover, DE Metro Area",1094,1074,1230,645,540,219,127,120,118,241,221,119,29,34,119,24,73,176,273,173,263
"G20140","2005-2009","US",,,,,,,,,,,,,,,,"Dublin, GA Micro Area","20140",,,,,,,,,,,,,,,,"31000US20140","Dublin, GA Micro Area",21927,20665,18903,1762,1276,220,153,85,28,17,17,0,0,0,0,26,0,41,304,424,450,"Dublin, GA Micro Area",745,742,798,264,218,79,62,67,26,25,25,132,132,132,132,34,132,38,128,167,134
"G20180","2005-2009","US",,,,,,,,,,,,,,,,"DuBois, PA Micro Area","20180",,,,,,,,,,,,,,,,"31000US20180","DuBois, PA Micro Area",34147,31847,28415,3432,2602,606,132,43,49,64,46,0,10,8,0,6,97,0,862,399,872,"DuBois, PA Micro Area",845,838,768,337,301,149,49,32,41,34,30,109,14,12,109,10,68,109,199,112,128
"G20220","2005-2009","US",,,,,,,,,,,,,,,,"Dubuque, IA Metro Area","20220",,,,,,,,,,,,,,,,"31000US20220","Dubuque, IA Metro Area",48298,43391,39315,4076,2906,736,216,93,125,275,267,0,0,8,0,11,86,135,2100,219,2081,"Dubuque, IA Metro Area",843,1324,1274,467,407,169,80,50,147,162,162,99,99,13,99,18,52,101,507,91,343
"G20260","2005-2009","US",,,,,,,,,,,,,,,,"Duluth, MN-WI Metro Area","20260",,,,,,,,,,,,,,,,"31000US20260","Duluth, MN-WI Metro Area",127992,114172,101735,12437,10323,1389,363,212,150,2321,2275,46,0,0,0,98,219,757,4685,763,4977,"Duluth, MN-WI Metro Area",1439,1605,1616,617,612,248,93,76,54,310,301,57,119,119,119,45,89,208,458,174,551
