GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RLZE001,RLZE002,RLZE003,RLZE004,RLZE005,RLZE006,RLZE007,RLZE008,RLZE009,RLZE010,RLZE011,RLZE012,RLZE013,RLZE014,RLZE015,RLZE016,RLZE017,RLZE018,RLZE019,RLZE020,RLZE021,NAME_M,RLZM001,RLZM002,RLZM003,RLZM004,RLZM005,RLZM006,RLZM007,RLZM008,RLZM009,RLZM010,RLZM011,RLZM012,RLZM013,RLZM014,RLZM015,RLZM016,RLZM017,RLZM018,RLZM019,RLZM020,RLZM021
"G39860","2005-2009","US",,,,,,,,,,,,,,,,"Red Wing, MN Micro Area","39860",,,,,,,,,,,,,,,,"31000US39860","Red Wing, MN Micro Area",23449,20884,18424,2460,1962,274,76,66,82,210,195,3,12,0,0,0,30,63,960,175,1127,"Red Wing, MN Micro Area",412,452,474,294,268,100,45,47,59,92,88,4,15,93,93,93,20,47,166,72,140
"G39900","2005-2009","US",,,,,,,,,,,,,,,,"Reno-Sparks, NV Metro Area","39900",,,,,,,,,,,,,,,,"31000US39900","Reno-Sparks, NV Metro Area",203224,178571,156150,22421,17473,2735,1391,481,341,6471,6246,23,142,43,17,254,826,1129,5559,2468,7946,"Reno-Sparks, NV Metro Area",1987,2124,2183,1476,1268,426,529,225,176,834,813,29,111,55,24,139,217,284,645,458,694
"G39940","2005-2009","US",,,,,,,,,,,,,,,,"Rexburg, ID Micro Area","39940",,,,,,,,,,,,,,,,"31000US39940","Rexburg, ID Micro Area",21292,17180,13482,3698,2728,783,117,45,25,215,215,0,0,0,0,0,131,370,2317,61,1018,"Rexburg, ID Micro Area",780,649,557,535,454,267,73,33,30,95,95,114,114,114,114,114,98,151,382,39,187
"G39980","2005-2009","US",,,,,,,,,,,,,,,,"Richmond, IN Micro Area","39980",,,,,,,,,,,,,,,,"31000US39980","Richmond, IN Micro Area",30371,28161,24695,3466,2728,564,131,37,6,182,182,0,0,0,0,0,23,85,840,313,767,"Richmond, IN Micro Area",752,810,754,437,398,205,68,41,9,103,103,119,119,119,119,119,26,52,222,138,166
"G40060","2005-2009","US",,,,,,,,,,,,,,,,"Richmond, VA Metro Area","40060",,,,,,,,,,,,,,,,"31000US40060","Richmond, VA Metro Area",583751,534702,475818,58884,45421,7055,3272,1709,1427,10354,9659,108,165,364,58,449,796,1671,9166,3970,22643,"Richmond, VA Metro Area",3661,3256,3554,1613,1410,737,532,390,304,819,802,97,119,130,73,188,197,309,1282,453,1355
"G40080","2005-2009","US",,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area","40080",,,,,,,,,,,,,,,,"31000US40080","Richmond-Berea, KY Micro Area",44113,39350,34167,5183,4202,650,206,66,59,52,40,12,0,0,0,87,116,285,2684,294,1245,"Richmond-Berea, KY Micro Area",982,938,1091,598,574,195,117,45,51,40,35,19,123,123,123,57,77,167,568,116,243
"G40100","2005-2009","US",,,,,,,,,,,,,,,,"Rio Grande City-Roma, TX Micro Area","40100",,,,,,,,,,,,,,,,"31000US40100","Rio Grande City-Roma, TX Micro Area",19017,17123,13624,3499,2549,550,156,199,45,45,45,0,0,0,0,28,4,0,770,212,835,"Rio Grande City-Roma, TX Micro Area",1027,1072,954,539,478,239,80,111,45,41,41,127,127,127,127,46,6,127,229,85,272
"G40140","2005-2009","US",,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area","40140",,,,,,,,,,,,,,,,"31000US40140","Riverside-San Bernardino-Ontario, CA Metro Area",1632756,1482998,1239334,243664,181681,36269,13367,6503,5844,25201,17500,537,905,6233,26,291,5991,5194,29505,12565,71011,"Riverside-San Bernardino-Ontario, CA Metro Area",6331,6304,6683,4217,3481,1591,996,1008,577,1352,1266,295,277,461,26,139,564,552,1710,1027,2110
"G40180","2005-2009","US",,,,,,,,,,,,,,,,"Riverton, WY Micro Area","40180",,,,,,,,,,,,,,,,"31000US40180","Riverton, WY Micro Area",17719,15295,12649,2646,2099,247,210,28,62,37,37,0,0,0,0,16,116,60,882,96,1217,"Riverton, WY Micro Area",469,520,592,430,426,96,136,21,86,27,27,119,119,119,119,26,99,54,193,79,215
"G40220","2005-2009","US",,,,,,,,,,,,,,,,"Roanoke, VA Metro Area","40220",,,,,,,,,,,,,,,,"31000US40220","Roanoke, VA Metro Area",139675,129552,116403,13149,10927,1480,529,107,106,1535,1535,0,0,0,0,61,169,284,2588,657,4829,"Roanoke, VA Metro Area",1401,1585,1700,831,832,298,150,72,67,329,329,127,127,127,127,60,90,147,393,208,529
"G40260","2005-2009","US",,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area","40260",,,,,,,,,,,,,,,,"31000US40260","Roanoke Rapids, NC Micro Area",27406,26352,23467,2885,2140,420,83,73,169,62,62,0,0,0,0,10,11,25,414,105,427,"Roanoke Rapids, NC Micro Area",745,711,741,339,303,138,63,84,138,63,63,127,127,127,127,21,20,25,124,59,128
"G40300","2005-2009","US",,,,,,,,,,,,,,,,"Rochelle, IL Micro Area","40300",,,,,,,,,,,,,,,,"31000US40300","Rochelle, IL Micro Area",26155,23347,20732,2615,2345,200,68,0,2,124,111,0,13,0,0,0,93,16,1065,191,1319,"Rochelle, IL Micro Area",666,723,762,432,420,79,44,119,5,82,77,119,22,119,119,119,58,19,247,85,249
"G40340","2005-2009","US",,,,,,,,,,,,,,,,"Rochester, MN Metro Area","40340",,,,,,,,,,,,,,,,"31000US40340","Rochester, MN Metro Area",96650,84953,74615,10338,8569,841,380,284,264,2971,2949,0,10,12,0,35,162,623,3095,578,4233,"Rochester, MN Metro Area",876,979,1004,717,528,171,116,204,216,296,296,93,17,15,93,39,68,158,307,144,327
"G40380","2005-2009","US",,,,,,,,,,,,,,,,"Rochester, NY Metro Area","40380",,,,,,,,,,,,,,,,"31000US40380","Rochester, NY Metro Area",479052,432282,391721,40561,33978,4137,1064,758,624,9658,9300,35,291,32,0,316,937,2021,16051,2684,15103,"Rochester, NY Metro Area",2741,3117,2996,1290,1219,466,252,316,159,710,678,50,123,31,123,152,213,299,1001,377,758
"G40420","2005-2009","US",,,,,,,,,,,,,,,,"Rockford, IL Metro Area","40420",,,,,,,,,,,,,,,,"31000US40420","Rockford, IL Metro Area",156275,146138,131548,14590,11931,1794,558,236,71,1149,1036,24,5,74,10,36,148,453,2064,1159,5128,"Rockford, IL Metro Area",1916,2096,1884,992,896,277,178,126,51,272,258,33,8,41,15,35,67,140,383,298,511
"G40460","2005-2009","US",,,,,,,,,,,,,,,,"Rockingham, NC Micro Area","40460",,,,,,,,,,,,,,,,"31000US40460","Rockingham, NC Micro Area",16644,16217,14687,1530,1120,186,62,126,36,3,3,0,0,0,0,14,32,35,106,42,195,"Rockingham, NC Micro Area",655,640,656,293,247,101,55,98,31,5,5,127,127,127,127,16,37,38,68,35,94
"G40500","2005-2009","US",,,,,,,,,,,,,,,,"Rockland, ME Micro Area","40500",,,,,,,,,,,,,,,,"31000US40500","Rockland, ME Micro Area",20385,17427,15389,2038,1830,139,51,3,15,88,42,0,14,0,32,90,30,71,694,328,1657,"Rockland, ME Micro Area",620,710,726,250,250,57,32,5,16,57,39,104,22,104,34,99,36,43,216,136,273
"G40540","2005-2009","US",,,,,,,,,,,,,,,,"Rock Springs, WY Micro Area","40540",,,,,,,,,,,,,,,,"31000US40540","Rock Springs, WY Micro Area",20620,18859,15044,3815,2440,695,499,85,96,519,498,0,0,21,0,0,25,19,598,79,521,"Rock Springs, WY Micro Area",539,550,610,429,359,200,184,57,141,132,126,119,119,30,119,119,24,23,187,49,156
"G40580","2005-2009","US",,,,,,,,,,,,,,,,"Rocky Mount, NC Metro Area","40580",,,,,,,,,,,,,,,,"31000US40580","Rocky Mount, NC Metro Area",61774,58583,50899,7684,5886,914,331,263,290,459,459,0,0,0,0,79,104,57,871,617,1004,"Rocky Mount, NC Metro Area",1563,1578,1496,897,754,260,205,146,347,232,232,127,127,127,127,56,65,42,246,237,215
"G40620","2005-2009","US",,,,,,,,,,,,,,,,"Rolla, MO Micro Area","40620",,,,,,,,,,,,,,,,"31000US40620","Rolla, MO Micro Area",17916,16006,13716,2290,1878,212,96,67,37,79,56,0,23,0,0,48,69,6,1083,167,458,"Rolla, MO Micro Area",695,728,728,380,333,119,71,69,37,62,42,114,39,114,114,43,50,10,255,85,120
"G40660","2005-2009","US",,,,,,,,,,,,,,,,"Rome, GA Metro Area","40660",,,,,,,,,,,,,,,,"31000US40660","Rome, GA Metro Area",40202,36810,31639,5171,3803,685,441,145,97,243,229,0,14,0,0,8,118,178,1209,569,1067,"Rome, GA Metro Area",1057,1027,923,577,544,203,209,88,60,89,95,132,22,132,132,12,62,121,358,189,259
"G40700","2005-2009","US",,,,,,,,,,,,,,,,"Roseburg, OR Micro Area","40700",,,,,,,,,,,,,,,,"31000US40700","Roseburg, OR Micro Area",41447,36651,31532,5119,4018,600,264,135,102,138,135,0,3,0,0,0,152,408,1165,309,2624,"Roseburg, OR Micro Area",919,913,859,513,527,178,108,76,70,102,101,123,5,123,123,123,72,149,241,130,348
"G40740","2005-2009","US",,,,,,,,,,,,,,,,"Roswell, NM Micro Area","40740",,,,,,,,,,,,,,,,"31000US40740","Roswell, NM Micro Area",25006,23221,18640,4581,3566,573,213,182,47,82,82,0,0,0,0,0,56,55,593,78,921,"Roswell, NM Micro Area",834,856,854,440,403,262,127,89,41,57,57,127,127,127,127,127,49,36,221,60,216
"G40760","2005-2009","US",,,,,,,,,,,,,,,,"Ruidoso, NM Micro Area","40760",,,,,,,,,,,,,,,,"31000US40760","Ruidoso, NM Micro Area",9244,7750,6427,1323,996,247,58,22,0,43,43,0,0,0,0,0,13,10,345,29,1054,"Ruidoso, NM Micro Area",552,520,466,286,256,154,39,30,127,38,38,127,127,127,127,127,22,18,134,36,270
"G40780","2005-2009","US",,,,,,,,,,,,,,,,"Russellville, AR Micro Area","40780",,,,,,,,,,,,,,,,"31000US40780","Russellville, AR Micro Area",35170,33239,28681,4558,3448,568,265,126,151,67,67,0,0,0,0,0,212,45,394,252,961,"Russellville, AR Micro Area",868,961,954,498,489,172,125,75,94,41,41,119,119,119,119,119,118,53,163,122,224
"G40820","2005-2009","US",,,,,,,,,,,,,,,,"Ruston, LA Micro Area","40820",,,,,,,,,,,,,,,,"31000US40820","Ruston, LA Micro Area",23119,21327,18547,2780,2056,457,145,15,107,31,26,0,5,0,0,2,60,23,777,313,586,"Ruston, LA Micro Area",790,835,841,425,346,160,83,24,155,41,39,123,8,123,123,4,34,37,272,146,245
"G40860","2005-2009","US",,,,,,,,,,,,,,,,"Rutland, VT Micro Area","40860",,,,,,,,,,,,,,,,"31000US40860","Rutland, VT Micro Area",31662,27586,24588,2998,2588,239,90,21,60,141,138,0,3,0,0,13,86,135,1688,129,1884,"Rutland, VT Micro Area",654,697,679,342,325,88,69,20,45,75,76,93,6,93,93,21,55,62,240,62,255
"G40900","2005-2009","US",,,,,,,,,,,,,,,,"Sacramento--Arden-Arcade--Roseville, CA Metro Area","40900",,,,,,,,,,,,,,,,"31000US40900","Sacramento--Arden-Arcade--Roseville, CA Metro Area",926662,811271,698169,113102,88671,14457,5042,2637,2295,23778,17964,1961,1446,2289,118,408,3356,13879,19333,7563,47074,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",4338,4896,5255,2471,2235,941,737,673,290,1107,1005,333,253,304,75,141,426,892,1160,798,1879
"G40940","2005-2009","US",,,,,,,,,,,,,,,,"Safford, AZ Micro Area","40940",,,,,,,,,,,,,,,,"31000US40940","Safford, AZ Micro Area",15234,13870,11268,2602,1717,413,260,103,109,198,198,0,0,0,0,0,95,46,469,101,455,"Safford, AZ Micro Area",603,579,555,389,292,139,135,67,73,105,105,132,132,132,132,132,60,38,195,62,139
"G40980","2005-2009","US",,,,,,,,,,,,,,,,"Saginaw-Saginaw Township North, MI Metro Area","40980",,,,,,,,,,,,,,,,"31000US40980","Saginaw-Saginaw Township North, MI Metro Area",79342,74347,68406,5941,4880,716,200,45,100,572,572,0,0,0,0,31,77,371,1134,491,2319,"Saginaw-Saginaw Township North, MI Metro Area",1148,1213,1207,498,481,165,83,39,50,189,189,109,109,109,109,27,44,154,221,161,282
"G41060","2005-2009","US",,,,,,,,,,,,,,,,"St. Cloud, MN Metro Area","41060",,,,,,,,,,,,,,,,"31000US41060","St. Cloud, MN Metro Area",97847,85112,76805,8307,6569,1080,413,149,96,1311,1311,0,0,0,0,23,200,583,4157,461,6000,"St. Cloud, MN Metro Area",1128,1140,1178,586,544,175,117,60,47,257,257,93,93,93,93,36,57,161,426,129,616
"G41100","2005-2009","US",,,,,,,,,,,,,,,,"St. George, UT Metro Area","41100",,,,,,,,,,,,,,,,"31000US41100","St. George, UT Metro Area",51770,46713,39010,7703,6052,978,455,181,37,280,260,0,0,20,0,0,336,233,1171,270,2767,"St. George, UT Metro Area",979,1177,1189,783,725,218,172,111,40,98,92,119,119,23,119,119,108,91,273,105,406
"G41140","2005-2009","US",,,,,,,,,,,,,,,,"St. Joseph, MO-KS Metro Area","41140",,,,,,,,,,,,,,,,"31000US41140","St. Joseph, MO-KS Metro Area",57314,53395,46895,6500,4977,1014,307,106,96,247,241,0,6,0,0,145,126,25,1083,318,1975,"St. Joseph, MO-KS Metro Area",918,903,962,646,495,252,102,83,57,112,112,119,7,119,119,85,77,32,196,148,398
"G41180","2005-2009","US",,,,,,,,,,,,,,,,"St. Louis, MO-IL Metro Area","41180",,,,,,,,,,,,,,,,"31000US41180","St. Louis, MO-IL Metro Area",1332597,1217398,1096070,121328,97204,15131,4582,2030,2381,33452,27272,821,4318,1017,24,810,1713,2880,21169,9271,45904,"St. Louis, MO-IL Metro Area",4713,4627,5235,2816,2529,1083,538,479,345,1382,1155,281,511,207,26,197,261,420,1202,738,1492
"G41220","2005-2009","US",,,,,,,,,,,,,,,,"St. Marys, GA Micro Area","41220",,,,,,,,,,,,,,,,"31000US41220","St. Marys, GA Micro Area",22000,20764,18535,2229,1883,184,101,0,61,33,33,0,0,0,0,0,40,35,483,174,471,"St. Marys, GA Micro Area",688,663,654,467,412,75,84,132,50,33,33,132,132,132,132,132,39,40,214,94,169
"G41260","2005-2009","US",,,,,,,,,,,,,,,,"St. Marys, PA Micro Area","41260",,,,,,,,,,,,,,,,"31000US41260","St. Marys, PA Micro Area",15238,14246,12758,1488,1178,226,45,18,21,144,129,0,0,15,0,0,21,18,479,132,198,"St. Marys, PA Micro Area",389,393,427,254,239,83,33,18,24,85,82,109,109,22,109,109,23,19,133,97,69
"G41420","2005-2009","US",,,,,,,,,,,,,,,,"Salem, OR Metro Area","41420",,,,,,,,,,,,,,,,"31000US41420","Salem, OR Metro Area",166923,147184,121788,25396,19157,3714,1241,650,634,2944,2879,17,27,21,0,63,599,1375,5164,1198,8396,"Salem, OR Metro Area",1801,1925,2094,1284,1074,578,388,273,280,384,384,21,32,22,123,52,172,270,548,307,918
"G41460","2005-2009","US",,,,,,,,,,,,,,,,"Salina, KS Micro Area","41460",,,,,,,,,,,,,,,,"31000US41460","Salina, KS Micro Area",31221,28959,25288,3671,3053,475,80,36,27,74,74,0,0,0,0,87,88,149,621,303,940,"Salina, KS Micro Area",753,835,832,417,388,186,75,40,34,57,57,109,109,109,109,64,58,77,153,123,162
"G41500","2005-2009","US",,,,,,,,,,,,,,,,"Salinas, CA Metro Area","41500",,,,,,,,,,,,,,,,"31000US41500","Salinas, CA Metro Area",176773,151348,123609,27739,18277,5012,2792,1164,494,4499,4391,37,0,60,11,11,519,1518,7378,3709,7791,"Salinas, CA Metro Area",1812,1844,1779,1534,1085,721,476,340,181,734,723,36,132,60,17,19,132,297,793,554,767
"G41540","2005-2009","US",,,,,,,,,,,,,,,,"Salisbury, MD Metro Area","41540",,,,,,,,,,,,,,,,"31000US41540","Salisbury, MD Metro Area",54361,49711,43365,6346,5086,567,307,281,105,513,453,0,36,24,0,199,70,205,1763,379,1521,"Salisbury, MD Metro Area",1367,1346,1295,613,592,177,127,176,67,201,180,127,41,39,127,94,56,103,291,156,259
"G41580","2005-2009","US",,,,,,,,,,,,,,,,"Salisbury, NC Micro Area","41580",,,,,,,,,,,,,,,,"31000US41580","Salisbury, NC Micro Area",59961,56983,50739,6244,4554,959,267,398,66,259,249,0,10,0,0,42,218,80,791,277,1311,"Salisbury, NC Micro Area",1149,1226,1190,624,524,283,131,287,67,137,136,127,18,127,127,57,142,63,213,110,236
"G41620","2005-2009","US",,,,,,,,,,,,,,,,"Salt Lake City, UT Metro Area","41620",,,,,,,,,,,,,,,,"31000US41620","Salt Lake City, UT Metro Area",539397,474569,408602,65967,50770,8854,3231,1426,1686,18578,14952,1425,978,1199,24,171,1971,3947,11329,3561,25271,"Salt Lake City, UT Metro Area",2607,3300,3300,1953,1675,858,446,368,308,983,972,295,222,222,40,91,292,548,893,509,1610
"G41660","2005-2009","US",,,,,,,,,,,,,,,,"San Angelo, TX Metro Area","41660",,,,,,,,,,,,,,,,"31000US41660","San Angelo, TX Metro Area",51709,46280,40220,6060,4656,948,296,106,54,212,212,0,0,0,0,12,218,104,2336,1014,1533,"San Angelo, TX Metro Area",887,1195,1195,674,591,249,130,63,56,106,106,127,127,127,127,19,107,77,462,352,372
"G41700","2005-2009","US",,,,,,,,,,,,,,,,"San Antonio, TX Metro Area","41700",,,,,,,,,,,,,,,,"31000US41700","San Antonio, TX Metro Area",878673,795111,691010,104101,79933,15545,4672,2418,1533,20535,20461,17,57,0,0,481,2056,1259,19027,11155,29049,"San Antonio, TX Metro Area",3824,4263,4181,2831,2543,1240,768,543,416,1332,1330,27,41,127,127,195,328,261,1516,1016,1522
"G41740","2005-2009","US",,,,,,,,,,,,,,,,"San Diego-Carlsbad-San Marcos, CA Metro Area","41740",,,,,,,,,,,,,,,,"31000US41740","San Diego-Carlsbad-San Marcos, CA Metro Area",1405245,1210245,1059494,150751,120129,19587,5481,3091,2463,45987,38552,3243,434,3582,176,424,6359,8263,39940,10444,83583,"San Diego-Carlsbad-San Marcos, CA Metro Area",5489,5728,5402,3571,3171,1386,675,596,342,1704,1635,663,157,400,108,127,611,682,2058,1019,2581
"G41780","2005-2009","US",,,,,,,,,,,,,,,,"Sandusky, OH Metro Area","41780",,,,,,,,,,,,,,,,"31000US41780","Sandusky, OH Metro Area",35227,32423,29726,2697,2183,409,41,30,34,239,217,0,6,0,16,183,107,75,964,328,908,"Sandusky, OH Metro Area",850,772,798,349,293,154,27,31,32,197,193,119,11,119,34,115,66,44,602,125,178
"G41820","2005-2009","US",,,,,,,,,,,,,,,,"Sanford, NC Micro Area","41820",,,,,,,,,,,,,,,,"31000US41820","Sanford, NC Micro Area",25516,24227,20275,3952,2976,554,133,220,69,94,94,0,0,0,0,10,74,28,194,310,579,"Sanford, NC Micro Area",786,755,817,609,507,201,88,139,75,90,90,127,127,127,127,20,62,45,112,95,175
"G41860","2005-2009","US",,,,,,,,,,,,,,,,"San Francisco-Oakland-Fremont, CA Metro Area","41860",,,,,,,,,,,,,,,,"31000US41860","San Francisco-Oakland-Fremont, CA Metro Area",2056454,1496207,1281562,214645,157931,36314,11546,4358,4496,298885,158355,13185,104737,19024,3584,2149,9359,29264,87417,19507,113666,"San Francisco-Oakland-Fremont, CA Metro Area",6359,5981,6309,4213,3543,2006,1065,706,502,4322,3732,949,2650,1032,470,419,764,1588,2815,1330,2545
"G41900","2005-2009","PR",,,,,,,,,,,,,,,,"San Germán-Cabo Rojo, PR Metro Area","41900",,,,,,,,,,,,,,,,"31000US41900","San Germán-Cabo Rojo, PR Metro Area",40707,36455,33752,2703,2170,378,62,29,64,572,124,407,0,30,11,0,129,70,1904,449,1128,"San Germán-Cabo Rojo, PR Metro Area",1048,1082,1050,349,314,114,40,26,40,191,80,167,127,47,16,127,80,57,278,152,270
"G41940","2005-2009","US",,,,,,,,,,,,,,,,"San Jose-Sunnyvale-Santa Clara, CA Metro Area","41940",,,,,,,,,,,,,,,,"31000US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area",840349,732374,645610,86764,69987,10490,3822,1433,1032,29129,19600,1598,1387,6523,21,478,2500,11194,19189,9895,35590,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",4312,4599,4568,2521,2318,855,498,301,241,2074,2040,301,310,675,32,149,353,898,1351,1031,1189
"G41980","2005-2009","PR",,,,,,,,,,,,,,,,"San Juan-Caguas-Guaynabo, PR Metro Area","41980",,,,,,,,,,,,,,,,"31000US41980","San Juan-Caguas-Guaynabo, PR Metro Area",812120,707799,609708,98091,73025,15846,5363,2495,1362,33047,16692,11536,4163,219,437,528,2657,1182,28550,20123,18234,"San Juan-Caguas-Guaynabo, PR Metro Area",4827,4508,4430,2243,1981,949,551,395,392,1331,947,770,466,101,143,148,330,262,1241,1088,2084
"G42020","2005-2009","US",,,,,,,,,,,,,,,,"San Luis Obispo-Paso Robles, CA Metro Area","42020",,,,,,,,,,,,,,,,"31000US42020","San Luis Obispo-Paso Robles, CA Metro Area",118357,101060,87415,13645,10903,1598,576,166,402,1394,1381,0,13,0,0,0,680,2101,5005,869,7248,"San Luis Obispo-Paso Robles, CA Metro Area",1720,1820,1646,979,900,335,186,90,150,410,412,132,19,132,132,132,192,407,613,346,758
"G42060","2005-2009","US",,,,,,,,,,,,,,,,"Santa Barbara-Santa Maria-Goleta, CA Metro Area","42060",,,,,,,,,,,,,,,,"31000US42060","Santa Barbara-Santa Maria-Goleta, CA Metro Area",180676,147398,120000,27398,18420,4772,2620,1065,521,6816,6747,0,61,5,3,31,889,6425,7672,1122,10323,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",1976,2136,2266,1435,1084,539,525,315,162,565,574,132,94,8,5,23,204,664,580,264,776
"G42100","2005-2009","US",,,,,,,,,,,,,,,,"Santa Cruz-Watsonville, CA Metro Area","42100",,,,,,,,,,,,,,,,"31000US42100","Santa Cruz-Watsonville, CA Metro Area",121533,100236,86713,13523,10444,1476,836,286,481,3574,3481,24,0,69,0,23,636,3496,4901,646,8021,"Santa Cruz-Watsonville, CA Metro Area",1365,1520,1534,958,770,316,338,129,346,497,499,28,132,56,132,26,206,467,557,179,691
"G42140","2005-2009","US",,,,,,,,,,,,,,,,"Santa Fe, NM Metro Area","42140",,,,,,,,,,,,,,,,"31000US42140","Santa Fe, NM Metro Area",72153,61000,52244,8756,6945,1244,306,83,178,934,903,0,16,15,0,23,128,544,1984,917,6623,"Santa Fe, NM Metro Area",1352,1405,1511,761,697,371,124,48,88,259,258,127,20,23,127,33,106,182,318,235,595
"G42180","2005-2009","PR",,,,,,,,,,,,,,,,"Santa Isabel, PR Micro Area","42180",,,,,,,,,,,,,,,,"31000US42180","Santa Isabel, PR Micro Area",6197,5299,4666,633,533,61,39,0,0,109,0,109,0,0,0,0,11,37,425,258,58,"Santa Isabel, PR Micro Area",366,389,355,159,157,40,42,127,127,59,127,59,127,127,127,127,18,43,146,118,42
"G42220","2005-2009","US",,,,,,,,,,,,,,,,"Santa Rosa-Petaluma, CA Metro Area","42220",,,,,,,,,,,,,,,,"31000US42220","Santa Rosa-Petaluma, CA Metro Area",223618,191012,165930,25082,18875,3944,1015,478,770,4919,4850,0,23,10,36,61,702,2460,7539,1492,15433,"Santa Rosa-Petaluma, CA Metro Area",2026,2155,2217,1319,1128,665,313,160,361,768,766,132,22,15,33,39,168,387,742,334,948
"G42300","2005-2009","US",,,,,,,,,,,,,,,,"Sault Ste. Marie, MI Micro Area","42300",,,,,,,,,,,,,,,,"31000US42300","Sault Ste. Marie, MI Micro Area",15349,13337,11283,2054,1655,186,148,42,23,364,354,0,0,0,10,25,10,76,874,82,581,"Sault Ste. Marie, MI Micro Area",576,610,565,344,332,61,73,33,21,168,168,109,109,109,9,23,12,38,185,55,117
"G42340","2005-2009","US",,,,,,,,,,,,,,,,"Savannah, GA Metro Area","42340",,,,,,,,,,,,,,,,"31000US42340","Savannah, GA Metro Area",149380,136349,120654,15695,12620,1978,517,381,199,2989,2945,24,10,0,10,113,479,570,2899,1541,4440,"Savannah, GA Metro Area",1903,2006,1930,1073,999,327,199,124,124,413,414,35,16,132,16,74,179,167,478,347,522
"G42380","2005-2009","US",,,,,,,,,,,,,,,,"Sayre, PA Micro Area","42380",,,,,,,,,,,,,,,,"31000US42380","Sayre, PA Micro Area",26408,23542,20641,2901,2425,252,131,53,40,140,123,0,17,0,0,0,28,88,1252,255,1103,"Sayre, PA Micro Area",434,486,430,250,241,66,55,34,34,52,50,109,15,109,109,109,22,47,206,57,128
"G42420","2005-2009","US",,,,,,,,,,,,,,,,"Scottsbluff, NE Micro Area","42420",,,,,,,,,,,,,,,,"31000US42420","Scottsbluff, NE Micro Area",17602,15682,14092,1590,1299,169,84,13,25,111,111,0,0,0,0,0,58,124,501,125,1001,"Scottsbluff, NE Micro Area",527,480,460,251,234,86,47,17,26,96,96,99,99,99,99,99,40,65,115,72,180
"G42460","2005-2009","US",,,,,,,,,,,,,,,,"Scottsboro, AL Micro Area","42460",,,,,,,,,,,,,,,,"31000US42460","Scottsboro, AL Micro Area",21371,20628,18218,2410,1799,449,86,74,2,68,68,0,0,0,0,0,39,0,140,171,325,"Scottsboro, AL Micro Area",684,705,792,393,349,163,70,49,4,45,45,119,119,119,119,119,31,119,59,123,112
"G42500","2005-2009","US",,,,,,,,,,,,,,,,"Scottsburg, IN Micro Area","42500",,,,,,,,,,,,,,,,"31000US42500","Scottsburg, IN Micro Area",10076,9509,8143,1366,1289,25,40,11,1,14,14,0,0,0,0,0,32,29,273,16,203,"Scottsburg, IN Micro Area",442,471,533,295,278,28,52,22,10,23,23,119,119,119,119,119,32,36,110,23,119
"G42540","2005-2009","US",,,,,,,,,,,,,,,,"Scranton--Wilkes-Barre, PA Metro Area","42540",,,,,,,,,,,,,,,,"31000US42540","Scranton--Wilkes-Barre, PA Metro Area",249468,230278,201750,28528,21609,2975,1650,1406,888,2333,2231,9,83,10,0,168,214,357,8306,1396,6416,"Scranton--Wilkes-Barre, PA Metro Area",2080,2226,2237,1327,1130,411,305,270,163,360,356,14,57,16,109,72,80,124,731,214,574
"G42580","2005-2009","US",,,,,,,,,,,,,,,,"Seaford, DE Micro Area","42580",,,,,,,,,,,,,,,,"31000US42580","Seaford, DE Micro Area",80283,73019,65543,7476,5416,1134,301,111,514,528,377,0,104,47,0,34,65,259,1457,2103,2818,"Seaford, DE Micro Area",1330,1207,1153,696,505,234,114,86,433,132,127,119,48,35,119,36,43,97,297,398,293
"G42620","2005-2009","US",,,,,,,,,,,,,,,,"Searcy, AR Micro Area","42620",,,,,,,,,,,,,,,,"31000US42620","Searcy, AR Micro Area",31544,28825,24159,4666,3765,658,194,22,27,179,166,13,0,0,0,0,82,23,1045,156,1234,"Searcy, AR Micro Area",587,682,715,444,450,170,106,26,31,233,232,21,119,119,119,119,55,22,284,82,282
"G42660","2005-2009","US",,,,,,,,,,,,,,,,"Seattle-Tacoma-Bellevue, WA Metro Area","42660",,,,,,,,,,,,,,,,"31000US42660","Seattle-Tacoma-Bellevue, WA Metro Area",1672345,1364452,1170315,194137,153863,22505,7531,4749,5489,134033,127277,210,448,4576,1522,1024,6978,14069,57966,10696,83127,"Seattle-Tacoma-Bellevue, WA Metro Area",5083,5433,5696,3672,3242,1200,866,463,533,2408,2329,147,132,443,260,303,549,975,2197,833,2608
